"","id_policy","tarif"
"1","A00000001-V01",245.00151773169
"2","A00000002-V01",223.779976205057
"3","A00000003-V01",221.163186471074
"4","A00000004-V01",252.799964346875
"5","A00000005-V01",218.692394669326
"6","A00000006-V01",211.06050551879
"7","A00000007-V01",215.742922440128
"8","A00000008-V01",242.818974767844
"9","A00000009-V01",226.497095605526
"10","A00000010-V01",222.5368450045
"11","A00000011-V01",237.763961969234
"12","A00000012-V01",217.707952982834
"13","A00000013-V01",259.264929607217
"14","A00000014-V01",241.102186075322
"15","A00000015-V01",215.584166280033
"16","A00000016-V01",223.130178461017
"17","A00000017-V01",214.216856604668
"18","A00000018-V01",245.384573842381
"19","A00000019-V01",221.662829183377
"20","A00000020-V01",264.334521507145
"21","A00000021-V01",235.089341759496
"22","A00000022-V01",235.524869920386
"23","A00000023-V01",228.885432240161
"24","A00000024-V01",209.363109116691
"25","A00000025-V01",225.808348725719
"26","A00000026-V01",243.8282303231
"27","A00000027-V01",220.955757021073
"28","A00000028-V01",227.719053663964
"29","A00000029-V01",215.385054385421
"30","A00000030-V01",233.319679266293
"31","A00000031-V01",236.13980012603
"32","A00000032-V01",215.18551209337
"33","A00000033-V01",241.102186075322
"34","A00000034-V01",236.795533069476
"35","A00000035-V01",214.216856604668
"36","A00000036-V01",228.71840074049
"37","A00000037-V01",198.355978864334
"38","A00000038-V01",235.252530015179
"39","A00000039-V01",232.269393000527
"40","A00000040-V01",231.035556978026
"41","A00000041-V01",232.775495008974
"42","A00000042-V01",211.688720445453
"43","A00000042-V02",222.549679922101
"44","A00000042-V03",229.341335768012
"45","A00000043-V01",213.647634698097
"46","A00000043-V02",225.477521133717
"47","A00000044-V01",241.725927515816
"48","A00000045-V01",241.30416817685
"49","A00000046-V01",241.834908145575
"50","A00000047-V01",248.675167962553
"51","A00000048-V01",229.783158143672
"52","A00000049-V01",241.513624828015
"53","A00000050-V01",212.216093850119
"54","A00000051-V01",224.462849038775
"55","A00000052-V01",240.48501074341
"56","A00000052-V02",212.685901949524
"57","A00000053-V01",223.332180825991
"58","A00000054-V01",229.083511170693
"59","A00000055-V01",242.818974767844
"60","A00000056-V01",229.15902304189
"61","A00000057-V01",213.647634698097
"62","A00000058-V01",234.361501917256
"63","A00000059-V01",241.52724089766
"64","A00000060-V01",222.755162275633
"65","A00000061-V01",224.865334587907
"66","A00000062-V01",227.521280435379
"67","A00000063-V01",271.175133496997
"68","A00000064-V01",259.264929607217
"69","A00000065-V01",211.260805168744
"70","A00000066-V01",233.319679266293
"71","A00000067-V01",236.675893470477
"72","A00000068-V01",223.130178461017
"73","A00000069-V01",269.19062119777
"74","A00000069-V02",261.218878772881
"75","A00000070-V01",243.71647706944
"76","A00000071-V01",265.517758562798
"77","A00000072-V01",234.374714764086
"78","A00000073-V01",234.031089375237
"79","A00000074-V01",210.309816710071
"80","A00000075-V01",233.802485281387
"81","A00000076-V01",240.619728052767
"82","A00000077-V01",238.821156361107
"83","A00000078-V01",218.970973959007
"84","A00000079-V01",243.928027651041
"85","A00000080-V01",241.52724089766
"86","A00000081-V01",229.460334038633
"87","A00000082-V01",238.910164134971
"88","A00000083-V01",233.07292892482
"89","A00000084-V01",249.146687156998
"90","A00000084-V02",233.409216638411
"91","A00000085-V01",230.97930073521
"92","A00000086-V01",257.422894573791
"93","A00000087-V01",214.98676839273
"94","A00000088-V01",213.647634698097
"95","A00000089-V01",232.269393000527
"96","A00000090-V01",252.632854038441
"97","A00000090-V02",262.61592728794
"98","A00000091-V01",259.05182680687
"99","A00000092-V01",223.130178461017
"100","A00000093-V01",232.023753403315
"101","A00000094-V01",228.71840074049
"102","A00000095-V01",246.623362952148
"103","A00000096-V01",224.139138612366
"104","A00000097-V01",212.096535343078
"105","A00000098-V01",247.986851222836
"106","A00000099-V01",238.458309101405
"107","A00000100-V01",259.05182680687
"108","A00000101-V01",202.564306850399
"109","A00000102-V01",222.755162275633
"110","A00000103-V01",235.628195556771
"111","A00000104-V01",126.846513401679
"112","A00000105-V01",214.279984639006
"113","A00000106-V01",247.566987194734
"114","A00000107-V01",212.685901949524
"115","A00000108-V01",218.569187537702
"116","A00000109-V01",237.170178402014
"117","A00000110-V01",243.565400586222
"118","A00000110-V02",240.440008373079
"119","A00000111-V01",258.097851049517
"120","A00000111-V02",253.867544420791
"121","A00000112-V01",227.258195165584
"122","A00000113-V01",206.101317801486
"123","A00000114-V01",236.693669808128
"124","A00000115-V01",231.482906224821
"125","A00000116-V01",242.818974767844
"126","A00000117-V01",224.139138612366
"127","A00000118-V01",243.960741520776
"128","A00000119-V01",225.152661125444
"129","A00000120-V01",206.262097953425
"130","A00000121-V01",237.014437799703
"131","A00000122-V01",241.579152410128
"132","A00000123-V01",234.885404150832
"133","A00000124-V01",219.87879402737
"134","A00000125-V01",243.916964610464
"135","A00000126-V01",231.727658383347
"136","A00000127-V01",243.71647706944
"137","A00000128-V01",218.692394669326
"138","A00000129-V01",228.885432240161
"139","A00000130-V01",221.637404492933
"140","A00000131-V01",236.13980012603
"141","A00000132-V01",224.17697050046
"142","A00000133-V01",226.170766630547
"143","A00000134-V01",227.855106694233
"144","A00000135-V01",226.903544946414
"145","A00000136-V01",222.958530430133
"146","A00000137-V01",216.718478562473
"147","A00000138-V01",222.5368450045
"148","A00000139-V01",233.581099163939
"149","A00000140-V01",237.860863310448
"150","A00000141-V01",240.569470786387
"151","A00000142-V01",216.158547692353
"152","A00000143-V01",270.740600222926
"153","A00000144-V01",236.987729777682
"154","A00000145-V01",230.052923985117
"155","A00000146-V01",236.549950271053
"156","A00000147-V01",234.808670806041
"157","A00000148-V01",262.388715669237
"158","A00000149-V01",259.05182680687
"159","A00000150-V01",258.861221658548
"160","A00000151-V01",234.374714764086
"161","A00000152-V01",215.18551209337
"162","A00000153-V01",216.158547692353
"163","A00000154-V01",214.216856604668
"164","A00000155-V01",236.693669808128
"165","A00000156-V01",234.397701864865
"166","A00000157-V01",213.647634698097
"167","A00000158-V01",235.434520969198
"168","A00000159-V01",223.332180825991
"169","A00000160-V01",233.07292892482
"170","A00000161-V01",245.513190283729
"171","A00000162-V01",242.818974767844
"172","A00000163-V01",226.078261435149
"173","A00000163-V02",215.18551209337
"174","A00000163-V03",230.822202040007
"175","A00000164-V01",253.684585927026
"176","A00000164-V02",269.19062119777
"177","A00000165-V01",235.434520969198
"178","A00000166-V01",228.12746592963
"179","A00000167-V01",256.264107918869
"180","A00000168-V01",249.32718811502
"181","A00000169-V01",225.929932874584
"182","A00000170-V01",234.193543040575
"183","A00000171-V01",237.20758777411
"184","A00000172-V01",241.725927515816
"185","A00000172-V02",246.441389273179
"186","A00000173-V01",218.692394669326
"187","A00000174-V01",217.538250850905
"188","A00000175-V01",249.122253640965
"189","A00000176-V01",218.117838535442
"190","A00000177-V01",236.693669808128
"191","A00000178-V01",240.520622223872
"192","A00000179-V01",233.07292892482
"193","A00000180-V01",235.870439293247
"194","A00000181-V01",226.170766630547
"195","A00000182-V01",214.216856604668
"196","A00000183-V01",233.282884531545
"197","A00000184-V01",229.146816289916
"198","A00000185-V01",227.688827085233
"199","A00000186-V01",240.871407290238
"200","A00000187-V01",251.269253947362
"201","A00000188-V01",236.152379397337
"202","A00000189-V01",214.216856604668
"203","A00000190-V01",232.269393000527
"204","A00000191-V01",225.152661125444
"205","A00000192-V01",245.773110918091
"206","A00000193-V01",226.497411212839
"207","A00000194-V01",224.774245741714
"208","A00000195-V01",233.751681859348
"209","A00000196-V01",230.355035693456
"210","A00000197-V01",285.075189372745
"211","A00000197-V02",250.454607091651
"212","A00000198-V01",217.538250850905
"213","A00000199-V01",258.097851049517
"214","A00000200-V01",217.538250850905
"215","A00000201-V01",221.326051021122
"216","A00000202-V01",218.117838535442
"217","A00000203-V01",249.122253640965
"218","A00000204-V01",209.535674772457
"219","A00000205-V01",229.146816289916
"220","A00000206-V01",237.20758777411
"221","A00000207-V01",260.043004532025
"222","A00000208-V01",243.768859115006
"223","A00000209-V01",223.986692197869
"224","A00000210-V01",222.958530430133
"225","A00000211-V01",241.725927515816
"226","A00000212-V01",242.361852876191
"227","A00000213-V01",215.584166280033
"228","A00000214-V01",247.341577341521
"229","A00000215-V01",243.048732920836
"230","A00000216-V01",236.790134948898
"231","A00000217-V01",216.55900453158
"232","A00000218-V01",240.463590348248
"233","A00000218-V02",216.844637650044
"234","A00000219-V01",220.955757021073
"235","A00000220-V01",209.363109116691
"236","A00000221-V01",243.71647706944
"237","A00000222-V01",248.26847806122
"238","A00000223-V01",257.074370606481
"239","A00000224-V01",233.129695081968
"240","A00000224-V02",257.106047381567
"241","A00000225-V01",229.995552666514
"242","A00000225-V02",217.538250850905
"243","A00000226-V01",223.853105472441
"244","A00000227-V01",253.566709056092
"245","A00000228-V01",210.309816710071
"246","A00000228-V02",209.475838497909
"247","A00000229-V01",208.42066311833
"248","A00000230-V01",215.742922440128
"249","A00000231-V01",233.751681859348
"250","A00000232-V01",255.145282386073
"251","A00000232-V02",232.93267359254
"252","A00000232-V03",232.93267359254
"253","A00000232-V04",222.892582419106
"254","A00000233-V01",215.752344025716
"255","A00000234-V01",247.89124744236
"256","A00000235-V01",218.692394669326
"257","A00000236-V01",256.710364694055
"258","A00000237-V01",235.50651335979
"259","A00000238-V01",235.421248375918
"260","A00000239-V01",215.752344025716
"261","A00000240-V01",223.724902636597
"262","A00000241-V01",229.146816289916
"263","A00000242-V01",228.295790909266
"264","A00000242-V02",214.781136948587
"265","A00000243-V01",214.279984639006
"266","A00000243-V02",214.279984639006
"267","A00000244-V01",240.746290659871
"268","A00000245-V01",232.914406265409
"269","A00000246-V01",226.673786554587
"270","A00000247-V01",228.693064581349
"271","A00000248-V01",261.614942632086
"272","A00000249-V01",250.302531963411
"273","A00000249-V02",224.139138612366
"274","A00000250-V01",277.233681196997
"275","A00000250-V02",253.098085793348
"276","A00000251-V01",240.244226349833
"277","A00000252-V01",233.494076773207
"278","A00000253-V01",273.633102250057
"279","A00000254-V01",223.779976205057
"280","A00000255-V01",228.960229924289
"281","A00000256-V01",256.194597088953
"282","A00000257-V01",233.319679266293
"283","A00000257-V02",226.558804426961
"284","A00000258-V01",231.035556978026
"285","A00000259-V01",224.736552038671
"286","A00000260-V01",245.130385098799
"287","A00000261-V01",232.023753403315
"288","A00000262-V01",215.584166280033
"289","A00000263-V01",225.808348725719
"290","A00000264-V01",225.929932874584
"291","A00000265-V01",227.855106694233
"292","A00000266-V01",235.628195556771
"293","A00000267-V01",259.065920680281
"294","A00000268-V01",239.162769302753
"295","A00000269-V01",222.5368450045
"296","A00000270-V01",245.565275019846
"297","A00000271-V01",218.117838535442
"298","A00000272-V01",225.152661125444
"299","A00000273-V01",215.946317856597
"300","A00000274-V01",199.252913917389
"301","A00000275-V01",223.130178461017
"302","A00000276-V01",240.426453596039
"303","A00000277-V01",224.627830457403
"304","A00000278-V01",241.52724089766
"305","A00000279-V01",212.216093850119
"306","A00000280-V01",208.42066311833
"307","A00000280-V02",219.961126830979
"308","A00000281-V01",239.381145836264
"309","A00000282-V01",230.355035693456
"310","A00000283-V01",242.671535967833
"311","A00000284-V01",211.260805168744
"312","A00000285-V01",221.535097562235
"313","A00000286-V01",222.53645571969
"314","A00000287-V01",280.402715509112
"315","A00000288-V01",250.454607091651
"316","A00000289-V01",257.527807965782
"317","A00000289-V02",254.713298490614
"318","A00000290-V01",223.313663141269
"319","A00000291-V01",245.773110918091
"320","A00000292-V01",212.084173019511
"321","A00000293-V01",220.754215665176
"322","A00000294-V01",238.303573937718
"323","A00000295-V01",226.170766630547
"324","A00000296-V01",204.794151645464
"325","A00000297-V01",232.023753403315
"326","A00000298-V01",234.374714764086
"327","A00000299-V01",222.755162275633
"328","A00000299-V02",216.158547692353
"329","A00000300-V01",231.035556978026
"330","A00000301-V01",247.051034336999
"331","A00000302-V01",232.358527321035
"332","A00000303-V01",232.749264653117
"333","A00000304-V01",231.928854301343
"334","A00000305-V01",286.12887819107
"335","A00000306-V01",225.569347837028
"336","A00000307-V01",254.590409824668
"337","A00000308-V01",222.755162275633
"338","A00000309-V01",225.152661125444
"339","A00000310-V01",231.406770722845
"340","A00000311-V01",224.139138612366
"341","A00000312-V01",242.818974767844
"342","A00000312-V02",230.052923985117
"343","A00000313-V01",230.97930073521
"344","A00000314-V01",239.381145836264
"345","A00000315-V01",223.779976205057
"346","A00000316-V01",224.139138612366
"347","A00000316-V02",205.33361112664
"348","A00000317-V01",221.326051021122
"349","A00000318-V01",259.276688766492
"350","A00000319-V01",216.55900453158
"351","A00000320-V01",245.513190283729
"352","A00000321-V01",222.24536143144
"353","A00000322-V01",239.597565859029
"354","A00000323-V01",248.025966732446
"355","A00000324-V01",230.822202040007
"356","A00000325-V01",229.939549660627
"357","A00000326-V01",247.555759113847
"358","A00000327-V01",226.375521675618
"359","A00000328-V01",227.613541302376
"360","A00000329-V01",235.434520969198
"361","A00000330-V01",244.930783863221
"362","A00000331-V01",234.885404150832
"363","A00000332-V01",213.647634698097
"364","A00000333-V01",221.752432080296
"365","A00000334-V01",226.170766630547
"366","A00000335-V01",242.192412865042
"367","A00000336-V01",215.584166280033
"368","A00000337-V01",241.834908145575
"369","A00000338-V01",254.418750932411
"370","A00000339-V01",239.536580688426
"371","A00000340-V01",222.77263281979
"372","A00000341-V01",215.752344025716
"373","A00000342-V01",220.754215665176
"374","A00000343-V01",216.844637650044
"375","A00000344-V01",224.139138612366
"376","A00000345-V01",232.023753403315
"377","A00000346-V01",220.873051921261
"378","A00000347-V01",220.873078468839
"379","A00000348-V01",224.139138612366
"380","A00000349-V01",233.345905125572
"381","A00000350-V01",240.860888792329
"382","A00000350-V02",238.458309101405
"383","A00000350-V03",235.698310412796
"384","A00000351-V01",232.080264028159
"385","A00000352-V01",222.755162275633
"386","A00000353-V01",244.408015046774
"387","A00000354-V01",260.043004532025
"388","A00000355-V01",249.377825248014
"389","A00000356-V01",218.117838535442
"390","A00000357-V01",240.440008373079
"391","A00000358-V01",226.170766630547
"392","A00000359-V01",215.18551209337
"393","A00000360-V01",221.326051021122
"394","A00000361-V01",243.71647706944
"395","A00000362-V01",230.684538584093
"396","A00000363-V01",253.867544420791
"397","A00000364-V01",237.866285840493
"398","A00000365-V01",216.55900453158
"399","A00000366-V01",228.960229924289
"400","A00000367-V01",232.93267359254
"401","A00000368-V01",226.170766630547
"402","A00000369-V01",235.628195556771
"403","A00000370-V01",237.384891343441
"404","A00000371-V01",230.822202040007
"405","A00000372-V01",246.238826781387
"406","A00000373-V01",211.399253428837
"407","A00000373-V02",232.256298840962
"408","A00000374-V01",226.170766630547
"409","A00000375-V01",236.499119454029
"410","A00000376-V01",216.158547692353
"411","A00000377-V01",231.223834588166
"412","A00000378-V01",226.170766630547
"413","A00000379-V01",224.249652977856
"414","A00000380-V01",216.158547692353
"415","A00000381-V01",220.16762253933
"416","A00000381-V02",231.312567671397
"417","A00000381-V03",229.172573106389
"418","A00000382-V01",248.340145977633
"419","A00000383-V01",230.60917759561
"420","A00000384-V01",222.845432896488
"421","A00000385-V01",227.904628558875
"422","A00000386-V01",218.117838535442
"423","A00000387-V01",244.871144187708
"424","A00000388-V01",235.729600281639
"425","A00000389-V01",217.538250850905
"426","A00000390-V01",252.724762139985
"427","A00000391-V01",220.754215665176
"428","A00000392-V01",210.309816710071
"429","A00000393-V01",230.60917759561
"430","A00000394-V01",235.56128823005
"431","A00000394-V02",236.499119454029
"432","A00000395-V01",236.693669808128
"433","A00000396-V01",238.24262526127
"434","A00000397-V01",235.628195556771
"435","A00000398-V01",230.60917759561
"436","A00000399-V01",225.152661125444
"437","A00000400-V01",233.129695081968
"438","A00000401-V01",246.441389273179
"439","A00000402-V01",235.920931818233
"440","A00000402-V02",219.901463070028
"441","A00000403-V01",244.408015046774
"442","A00000404-V01",224.553949612772
"443","A00000405-V01",215.18551209337
"444","A00000406-V01",221.662829183377
"445","A00000407-V01",245.513190283729
"446","A00000408-V01",250.712093508742
"447","A00000409-V01",227.399156766967
"448","A00000410-V01",240.619728052767
"449","A00000411-V01",249.810968458673
"450","A00000412-V01",247.488610396041
"451","A00000412-V02",247.488610396041
"452","A00000413-V01",236.693669808128
"453","A00000414-V01",229.15902304189
"454","A00000415-V01",236.499119454029
"455","A00000416-V01",208.42066311833
"456","A00000417-V01",242.323907501815
"457","A00000418-V01",239.536580688426
"458","A00000419-V01",228.748763999135
"459","A00000420-V01",256.724837526413
"460","A00000420-V02",234.374714764086
"461","A00000421-V01",224.553949612772
"462","A00000422-V01",220.32975395619
"463","A00000423-V01",212.216093850119
"464","A00000424-V01",234.049444283106
"465","A00000425-V01",234.567517527387
"466","A00000425-V02",208.42066311833
"467","A00000426-V01",218.911578773896
"468","A00000427-V01",223.130178461017
"469","A00000428-V01",246.127861567061
"470","A00000429-V01",225.477521133717
"471","A00000430-V01",229.15902304189
"472","A00000431-V01",241.70777324194
"473","A00000432-V01",243.916964610464
"474","A00000433-V01",264.3225329564
"475","A00000434-V01",216.718478562473
"476","A00000435-V01",233.751681859348
"477","A00000436-V01",242.619389719535
"478","A00000437-V01",230.355035693456
"479","A00000438-V01",218.117838535442
"480","A00000439-V01",203.872272764699
"481","A00000440-V01",269.64715807219
"482","A00000440-V02",248.470769416441
"483","A00000441-V01",223.332180825991
"484","A00000442-V01",232.358527321035
"485","A00000443-V01",235.203393773677
"486","A00000444-V01",244.408015046774
"487","A00000445-V01",229.939549660627
"488","A00000446-V01",212.216093850119
"489","A00000447-V01",247.341577341521
"490","A00000448-V01",232.023753403315
"491","A00000449-V01",234.374714764086
"492","A00000450-V01",230.903240682825
"493","A00000451-V01",227.929567677314
"494","A00000452-V01",238.93643334002
"495","A00000452-V02",235.628195556771
"496","A00000453-V01",222.163252188916
"497","A00000454-V01",224.553949612772
"498","A00000454-V02",210.309816710071
"499","A00000455-V01",215.18551209337
"500","A00000456-V01",229.146816289916
"501","A00000457-V01",251.269253947362
"502","A00000458-V01",246.45256681097
"503","A00000458-V02",232.256298840962
"504","A00000459-V01",228.725610514535
"505","A00000460-V01",239.381145836264
"506","A00000461-V01",246.228171638018
"507","A00000462-V01",209.363109116691
"508","A00000463-V01",237.763961969234
"509","A00000464-V01",204.794151645464
"510","A00000465-V01",253.273487400857
"511","A00000466-V01",235.56128823005
"512","A00000467-V01",243.898645783749
"513","A00000468-V01",229.146816289916
"514","A00000469-V01",214.613716253389
"515","A00000469-V02",242.0856796337
"516","A00000470-V01",209.363109116691
"517","A00000471-V01",288.959900325839
"518","A00000472-V01",231.24982486797
"519","A00000473-V01",224.462536266472
"520","A00000474-V01",227.855106694233
"521","A00000475-V01",235.870439293247
"522","A00000476-V01",237.170178402014
"523","A00000477-V01",255.091378036345
"524","A00000477-V02",242.800738403149
"525","A00000478-V01",225.569347837028
"526","A00000479-V01",228.885432240161
"527","A00000480-V01",232.269393000527
"528","A00000481-V01",235.628195556771
"529","A00000482-V01",246.441389273179
"530","A00000482-V02",222.235281780177
"531","A00000483-V01",223.167840049235
"532","A00000484-V01",236.499119454029
"533","A00000485-V01",239.162769302753
"534","A00000486-V01",229.939549660627
"535","A00000487-V01",259.264929607217
"536","A00000488-V01",227.929567677314
"537","A00000489-V01",236.152379397337
"538","A00000490-V01",229.146816289916
"539","A00000491-V01",230.97930073521
"540","A00000492-V01",216.158547692353
"541","A00000492-V02",229.146816289916
"542","A00000493-V01",220.754215665176
"543","A00000494-V01",223.332180825991
"544","A00000495-V01",234.885404150832
"545","A00000496-V01",250.529133778389
"546","A00000497-V01",228.960229924289
"547","A00000498-V01",227.399156766967
"548","A00000499-V01",212.355168151829
"549","A00000500-V01",217.538250850905
"550","A00000501-V01",228.960229924289
"551","A00000502-V01",267.297497530151
"552","A00000503-V01",237.20758777411
"553","A00000504-V01",238.293167573291
"554","A00000505-V01",249.799638604915
"555","A00000506-V01",216.727942751014
"556","A00000507-V01",224.774245741714
"557","A00000508-V01",241.126621400466
"558","A00000509-V01",243.916964610464
"559","A00000510-V01",213.647634698097
"560","A00000511-V01",223.543122193741
"561","A00000511-V02",216.727942751014
"562","A00000512-V01",274.857962417353
"563","A00000513-V01",231.223834588166
"564","A00000514-V01",214.279984639006
"565","A00000515-V01",215.18551209337
"566","A00000516-V01",249.32718811502
"567","A00000517-V01",137.68313796082
"568","A00000518-V01",247.352280665801
"569","A00000519-V01",239.344176254784
"570","A00000520-V01",242.619389719535
"571","A00000521-V01",243.691684759027
"572","A00000522-V01",240.244226349833
"573","A00000523-V01",241.725927515816
"574","A00000524-V01",275.670904056791
"575","A00000524-V02",241.102186075322
"576","A00000525-V01",256.724837526413
"577","A00000526-V01",236.790134948898
"578","A00000527-V01",229.762663364055
"579","A00000528-V01",239.389194371974
"580","A00000529-V01",238.839093825931
"581","A00000530-V01",236.499119454029
"582","A00000531-V01",237.763961969234
"583","A00000532-V01",245.597874766676
"584","A00000533-V01",221.752432080296
"585","A00000534-V01",220.754215665176
"586","A00000535-V01",217.099570409506
